"UID","NumShifts","V_Durations","V_Intervals","V_Hours","ROT_NM","QUARTER","ROLE","SOURCE"
31,0,0,0,0,"H",2,"Sr FLC","SRS"
32,15,2,0,0,"I",4,"Sr FLC","SRS"
33,22,0,0,0,"D",3,"Jr FLC","SRS"
34,16,0,0,0,"H",1,"Sr FLC","SRS"
35,22,0,0,0,"D",1,"Jr FLC","SRS"
36,17,0,0,0,"I",1,"Sr FLC","SRS"
37,19,0,0,0,"A",1,"Jr FLC","SRS"
38,17,0,0,0,"A",1,"Jr FLC","SRS"
39,22,0,0,0,"G",4,"Jr FLC","SRS"
40,16,0,0,0,"M",2,"Sr FLC","SRS"
41,23,0,0,0,"F",2,"Jr FLC","SRS"
42,0,0,0,0,"L",1,"Sr FLC","SRS"
43,22,0,0,0,"D",2,"Jr FLC","SRS"
44,20,0,0,0,"A",3,"Jr FLC","SRS"
45,16,0,0,0,"D",1,"Jr FLC","SRS"
46,21,2,2,1,"G",3,"Jr FLC","SRS"
47,0,0,0,0,"M",2,"Sr FLC","SRS"
48,21,0,0,0,"C",1,"Sr FLC","SRS"
49,21,0,0,0,"J",4,"Sr FLC","SRS"
50,17,0,0,0,"G",1,"Jr FLC","SRS"
51,17,1,0,0,"E",2,"Sr FLC","SRS"
52,14,0,0,0,"K",1,"Sr FLC","SRS"
53,0,0,0,0,"A",3,"Jr FLC","SRS"
54,16,5,0,0,"H",2,"Sr FLC","SRS"
55,19,0,0,0,"F",3,"Jr FLC","SRS"
56,19,0,0,0,"B",2,"Jr FLC","SRS"
57,20,1,1,0,"G",2,"Jr FLC","SRS"
58,0,0,0,0,"J",3,"Sr FLC","SRS"
59,13,1,1,0,"H",2,"Sr FLC","SRS"
60,0,0,0,0,"A",2,"Jr FLC","SRS"
61,17,0,0,0,"J",2,"Sr FLC","SRS"
62,22,0,0,0,"D",1,"Jr FLC","SRS"
63,19,0,0,0,"G",1,"Jr FLC","SRS"
64,16,0,0,0,"H",3,"Sr FLC","SRS"
65,19,0,0,0,"C",1,"Sr FLC","SRS"
66,18,0,1,0,"A",1,"Jr FLC","SRS"
67,0,0,0,0,"L",3,"Sr FLC","SRS"
68,23,0,0,0,"G",4,"Jr FLC","SRS"
69,17,1,0,0,"E",1,"Sr FLC","SRS"
70,23,2,1,0,"F",1,"Jr FLC","SRS"
71,20,1,0,0,"D",2,"Jr FLC","SRS"
72,16,1,0,0,"M",4,"Sr FLC","SRS"
73,19,0,0,0,"J",2,"Sr FLC","SRS"
74,16,0,0,0,"L",1,"Sr FLC","SRS"
75,15,5,0,0,"L",4,"Sr FLC","SRS"
76,16,2,0,0,"H",1,"Sr FLC","SRS"
77,0,0,0,0,"J",4,"Sr FLC","SRS"
78,20,0,0,0,"A",2,"Jr FLC","SRS"
79,23,0,0,0,"G",3,"Jr FLC","SRS"
80,24,0,0,0,"A",2,"Jr FLC","SRS"
81,23,0,0,0,"B",4,"Jr FLC","SRS"
82,0,0,0,0,"J",3,"Sr FLC","SRS"
83,22,0,0,0,"F",2,"Jr FLC","SRS"
84,17,2,0,0,"E",3,"Sr FLC","SRS"
85,19,1,0,0,"C",2,"Sr FLC","SRS"
86,0,0,0,0,"N",2,"Sr FLC","SRS"
87,0,0,0,0,"L",4,"Sr FLC","SRS"
88,22,1,0,0,"F",1,"Jr FLC","SRS"
89,19,0,0,0,"B",4,"Jr FLC","SRS"
90,19,0,0,0,"C",1,"Sr FLC","SRS"
91,22,0,0,0,"B",4,"Jr FLC","SRS"
92,22,0,0,0,"F",3,"Jr FLC","SRS"
93,16,0,0,0,"H",4,"Sr FLC","SRS"
94,24,0,0,0,"G",4,"Jr FLC","SRS"
95,20,0,0,0,"D",3,"Jr FLC","SRS"
96,18,0,0,0,"F",4,"Jr FLC","SRS"
97,0,0,0,0,"C",4,"Sr FLC","SRS"
98,16,1,0,0,"G",1,"Jr FLC","SRS"
99,23,0,0,0,"F",2,"Jr FLC","SRS"
100,15,0,0,0,"D",1,"Jr FLC","SRS"
101,20,0,0,0,"N",3,"Sr FLC","SRS"
102,19,0,0,0,"D",3,"Jr FLC","SRS"
103,22,0,0,0,"A",1,"Jr FLC","SRS"
104,12,0,0,0,"D",4,"Jr FLC","SRS"
105,12,2,0,0,"H",3,"Sr FLC","SRS"
106,23,0,0,0,"G",3,"Jr FLC","SRS"
107,17,3,0,0,"J",1,"Sr FLC","SRS"
108,23,0,0,0,"F",1,"Jr FLC","SRS"
109,15,1,2,1,"E",3,"Sr FLC","SRS"
110,24,0,1,0,"G",1,"Jr FLC","SRS"
111,21,0,0,0,"F",3,"Jr FLC","SRS"
112,15,1,2,0,"B",1,"Jr FLC","SRS"
113,17,6,0,0,"L",4,"Sr FLC","SRS"
114,22,0,0,0,"B",2,"Jr FLC","SRS"
115,0,0,0,0,"F",2,"Jr FLC","SRS"
116,18,1,0,0,"E",4,"Sr FLC","SRS"
117,25,2,5,0,"G",3,"Jr FLC","SRS"
118,14,4,0,0,"M",2,"Sr FLC","SRS"
119,22,0,0,0,"F",4,"Jr FLC","SRS"
120,15,1,0,0,"L",3,"Sr FLC","SRS"
121,22,1,0,0,"A",2,"Jr FLC","SRS"
122,19,1,1,0,"B",2,"Jr FLC","SRS"
123,19,0,0,0,"A",2,"Jr FLC","SRS"
124,0,0,0,0,"J",1,"Sr FLC","SRS"
125,0,0,0,0,"F",1,"Jr FLC","SRS"
126,0,0,0,0,"C",4,"Sr FLC","SRS"
127,15,7,0,0,"K",3,"Sr FLC","SRS"
128,0,0,0,0,"J",3,"Sr FLC","SRS"
129,16,6,0,0,"E",1,"Sr FLC","SRS"
130,16,1,0,0,"I",4,"Sr FLC","SRS"
131,24,0,0,0,"D",2,"Jr FLC","SRS"
132,0,0,0,0,"E",3,"Sr FLC","SRS"
133,21,0,0,0,"F",4,"Jr FLC","SRS"
134,24,0,2,0,"B",4,"Jr FLC","SRS"
135,23,0,0,0,"C",4,"Sr FLC","SRS"
136,22,0,0,0,"D",1,"Jr FLC","SRS"
137,0,0,0,0,"J",1,"Sr FLC","SRS"
138,21,1,1,0,"F",1,"Jr FLC","SRS"
139,19,1,0,0,"J",4,"Sr FLC","SRS"
140,23,0,0,0,"D",4,"Jr FLC","SRS"
141,20,0,0,0,"N",3,"Sr FLC","SRS"
142,0,0,0,0,"M",4,"Sr FLC","SRS"
143,0,0,0,0,"E",1,"Sr FLC","SRS"
144,13,0,1,0,"M",1,"Sr FLC","SRS"
145,17,0,0,0,"K",4,"Sr FLC","SRS"
146,20,1,0,0,"D",2,"Jr FLC","SRS"
147,23,1,0,0,"F",2,"Jr FLC","SRS"
148,16,6,0,0,"L",2,"Sr FLC","SRS"
149,23,1,0,0,"A",1,"Jr FLC","SRS"
150,20,1,0,0,"B",3,"Jr FLC","SRS"
151,18,0,0,0,"B",1,"Jr FLC","SRS"
152,15,0,0,0,"A",1,"Jr FLC","SRS"
153,22,0,0,0,"G",2,"Jr FLC","SRS"
154,16,0,0,0,"H",4,"Sr FLC","SRS"
155,12,0,0,0,"M",4,"Sr FLC","SRS"
156,16,0,0,0,"I",3,"Sr FLC","SRS"
157,14,0,0,0,"E",1,"Sr FLC","SRS"
158,18,0,0,0,"C",3,"Sr FLC","SRS"
159,20,1,0,0,"N",2,"Sr FLC","SRS"
160,18,5,0,0,"E",2,"Sr FLC","SRS"
161,0,0,0,0,"J",3,"Sr FLC","SRS"
162,16,0,0,0,"M",1,"Sr FLC","SRS"
163,0,0,0,0,"J",4,"Sr FLC","SRS"
164,23,0,0,0,"D",4,"Jr FLC","SRS"
165,18,0,0,0,"N",3,"Sr FLC","SRS"
166,3,1,0,0,"L",4,"Sr FLC","SRS"
167,0,0,0,0,"L",4,"Sr FLC","SRS"
168,0,0,0,0,"N",3,"Sr FLC","SRS"
169,17,5,0,0,"H",4,"Sr FLC","SRS"
170,22,0,0,0,"G",4,"Jr FLC","SRS"
171,23,0,0,0,"F",4,"Jr FLC","SRS"
172,22,0,0,0,"B",1,"Jr FLC","SRS"
173,23,0,0,0,"F",4,"Jr FLC","SRS"
174,15,0,0,0,"F",1,"Jr FLC","SRS"
175,23,1,1,0,"G",4,"Jr FLC","SRS"
176,0,0,0,0,"J",2,"Sr FLC","SRS"
177,16,4,0,0,"M",3,"Sr FLC","SRS"
178,19,0,0,0,"F",1,"Jr FLC","SRS"
179,23,0,0,0,"F",3,"Jr FLC","SRS"
180,22,0,0,0,"B",3,"Jr FLC","SRS"
181,18,0,0,0,"C",3,"Sr FLC","SRS"
182,16,0,0,0,"C",3,"Sr FLC","SRS"
183,24,0,0,0,"F",2,"Jr FLC","SRS"
184,18,0,0,0,"A",1,"Jr FLC","SRS"
185,12,3,1,1,"I",4,"Sr FLC","SRS"
186,0,0,0,0,"C",3,"Sr FLC","SRS"
187,21,0,0,0,"D",4,"Jr FLC","SRS"
188,19,0,0,0,"B",4,"Jr FLC","SRS"
189,19,1,0,0,"J",1,"Sr FLC","SRS"
190,22,0,0,0,"D",2,"Jr FLC","SRS"
191,17,0,1,0,"L",4,"Sr FLC","SRS"
192,17,3,0,0,"M",1,"Sr FLC","SRS"
193,23,0,0,0,"G",2,"Jr FLC","SRS"
194,19,0,0,0,"J",4,"Sr FLC","SRS"
195,16,0,2,0,"G",3,"Jr FLC","SRS"
196,21,0,0,0,"A",1,"Jr FLC","SRS"
197,21,0,0,0,"C",4,"Sr FLC","SRS"
198,0,0,0,0,"I",4,"Sr FLC","SRS"
199,22,0,0,0,"F",1,"Jr FLC","SRS"
200,0,0,0,0,"C",1,"Sr FLC","SRS"
201,22,0,0,0,"D",4,"Jr FLC","SRS"
202,16,0,0,0,"M",1,"Sr FLC","SRS"
203,0,0,0,0,"D",4,"Jr FLC","SRS"
204,16,1,1,1,"I",3,"Sr FLC","SRS"
205,27,0,3,0,"B",4,"Jr FLC","SRS"
206,15,0,0,0,"E",3,"Sr FLC","SRS"
207,0,0,0,0,"E",4,"Sr FLC","SRS"
208,0,0,0,0,"C",4,"Sr FLC","SRS"
209,19,1,0,0,"C",4,"Sr FLC","SRS"
210,22,1,0,0,"C",1,"Sr FLC","SRS"
211,22,0,0,0,"G",3,"Jr FLC","SRS"
212,22,0,0,0,"G",4,"Jr FLC","SRS"
213,19,1,0,0,"J",3,"Sr FLC","SRS"
214,23,0,0,0,"D",1,"Jr FLC","SRS"
215,0,0,0,0,"J",1,"Sr FLC","SRS"
216,22,0,0,0,"D",1,"Jr FLC","SRS"
217,21,0,0,0,"G",3,"Jr FLC","SRS"
218,19,2,1,0,"E",4,"Sr FLC","SRS"
219,23,0,0,0,"A",4,"Jr FLC","SRS"
220,1,0,0,0,"K",2,"Sr FLC","SRS"
221,21,1,2,1,"G",2,"Jr FLC","SRS"
222,16,5,0,0,"E",4,"Sr FLC","SRS"
223,20,0,0,0,"B",3,"Jr FLC","SRS"
224,22,0,0,0,"D",3,"Jr FLC","SRS"
225,23,0,0,0,"D",2,"Jr FLC","SRS"
226,20,0,0,0,"F",3,"Jr FLC","SRS"
227,15,0,0,0,"L",1,"Sr FLC","SRS"
228,17,0,2,0,"A",1,"Jr FLC","SRS"
229,16,2,0,0,"K",4,"Sr FLC","SRS"
230,23,0,0,0,"D",2,"Jr FLC","SRS"
231,23,0,0,0,"A",1,"Jr FLC","SRS"
232,22,0,0,0,"D",1,"Jr FLC","SRS"
233,26,1,4,1,"A",1,"Jr FLC","SRS"
234,17,0,0,0,"M",3,"Sr FLC","SRS"
235,15,3,0,0,"M",3,"Sr FLC","SRS"
236,16,0,0,0,"F",3,"Jr FLC","SRS"
237,17,0,0,0,"M",4,"Sr FLC","SRS"
238,0,0,0,0,"H",3,"Sr FLC","SRS"
239,19,0,0,0,"F",1,"Jr FLC","SRS"
240,20,0,0,0,"J",2,"Sr FLC","SRS"
241,20,1,0,0,"G",2,"Jr FLC","SRS"
242,21,0,0,0,"A",3,"Jr FLC","SRS"
243,22,1,1,0,"A",3,"Jr FLC","SRS"
244,15,2,0,0,"E",4,"Sr FLC","SRS"
245,19,0,0,0,"G",3,"Jr FLC","SRS"
246,21,1,1,0,"B",3,"Jr FLC","SRS"
247,21,1,0,0,"B",4,"Jr FLC","SRS"
248,19,0,0,0,"D",3,"Jr FLC","SRS"
249,18,0,0,0,"C",4,"Sr FLC","SRS"
250,0,0,0,0,"E",4,"Sr FLC","SRS"
251,21,0,0,0,"F",4,"Jr FLC","SRS"
252,22,0,0,0,"A",4,"Jr FLC","SRS"
253,17,0,0,0,"I",1,"Sr FLC","SRS"
254,20,0,1,0,"G",1,"Jr FLC","SRS"
255,0,0,0,0,"M",4,"Sr FLC","SRS"
256,0,0,0,0,"H",1,"Sr FLC","SRS"
257,0,0,0,0,"C",2,"Sr FLC","SRS"
258,16,6,0,0,"M",3,"Sr FLC","SRS"
259,23,0,0,0,"A",2,"Jr FLC","SRS"
260,0,0,0,0,"N",3,"Sr FLC","SRS"
261,23,0,0,0,"A",2,"Jr FLC","SRS"
262,9,0,0,0,"M",3,"Sr FLC","SRS"
263,24,1,0,0,"B",4,"Jr FLC","SRS"
264,10,0,0,0,"A",3,"Jr FLC","SRS"
265,17,0,0,0,"B",3,"Jr FLC","SRS"
266,18,1,0,0,"J",4,"Sr FLC","SRS"
267,21,0,0,0,"B",3,"Jr FLC","SRS"
268,9,0,0,0,"G",3,"Jr FLC","SRS"
269,17,1,0,0,"L",2,"Sr FLC","SRS"
270,23,0,0,0,"D",2,"Jr FLC","SRS"
271,0,0,0,0,"E",4,"Sr FLC","SRS"
272,22,0,0,0,"B",2,"Jr FLC","SRS"
273,22,1,0,0,"B",1,"Jr FLC","SRS"
274,0,0,0,0,"I",2,"Sr FLC","SRS"
275,16,0,0,0,"E",4,"Sr FLC","SRS"
276,0,0,0,0,"M",1,"Sr FLC","SRS"
277,23,0,0,0,"G",4,"Jr FLC","SRS"
278,20,0,0,0,"D",2,"Jr FLC","SRS"
279,22,0,0,0,"D",3,"Jr FLC","SRS"
280,0,0,0,0,"D",1,"Jr FLC","SRS"
281,17,0,2,0,"F",1,"Jr FLC","SRS"
282,19,0,1,0,"D",1,"Jr FLC","SRS"
283,17,0,0,0,"F",1,"Jr FLC","SRS"
284,0,0,0,0,"B",2,"Jr FLC","SRS"
285,26,1,2,0,"D",4,"Jr FLC","SRS"
286,19,0,0,0,"J",4,"Sr FLC","SRS"
287,21,0,0,0,"D",2,"Jr FLC","SRS"
288,15,0,0,0,"L",2,"Sr FLC","SRS"
289,15,0,0,0,"L",1,"Sr FLC","SRS"
290,5,0,0,0,"F",3,"Jr FLC","SRS"
291,18,0,0,0,"J",4,"Sr FLC","SRS"
292,20,6,1,0,"E",4,"Sr FLC","SRS"
293,10,0,0,0,"C",2,"Sr FLC","SRS"
294,0,0,0,0,"M",3,"Sr FLC","SRS"
295,0,0,0,0,"J",1,"Sr FLC","SRS"
296,0,0,0,0,"N",2,"Sr FLC","SRS"
297,16,4,0,0,"K",1,"Sr FLC","SRS"
298,19,0,0,0,"D",3,"Jr FLC","SRS"
299,16,2,0,0,"I",3,"Sr FLC","SRS"
300,0,0,0,0,"D",3,"Jr FLC","SRS"
301,15,6,0,0,"I",2,"Sr FLC","SRS"
302,0,0,0,0,"M",2,"Sr FLC","SRS"
303,10,1,0,0,"J",2,"Sr FLC","SRS"
304,0,0,0,0,"E",1,"Sr FLC","SRS"
305,13,0,0,0,"D",4,"Jr FLC","SRS"
306,0,0,0,0,"E",1,"Sr FLC","SRS"
307,18,0,0,0,"G",3,"Jr FLC","SRS"
308,22,0,0,0,"B",1,"Jr FLC","SRS"
309,0,0,0,0,"E",3,"Sr FLC","SRS"
310,20,1,2,1,"C",3,"Sr FLC","SRS"
311,23,0,0,0,"G",3,"Jr FLC","SRS"
312,23,0,0,0,"G",4,"Jr FLC","SRS"
313,22,0,0,0,"A",4,"Jr FLC","SRS"
314,16,2,0,0,"E",2,"Sr FLC","SRS"
315,0,0,0,0,"J",4,"Sr FLC","SRS"
316,17,0,0,0,"B",3,"Jr FLC","SRS"
317,15,2,2,0,"F",1,"Jr FLC","SRS"
318,14,0,0,0,"A",1,"Jr FLC","SRS"
319,0,0,0,0,"E",4,"Sr FLC","SRS"
320,0,0,0,0,"E",2,"Sr FLC","SRS"
321,17,0,0,0,"J",3,"Sr FLC","SRS"
322,0,0,0,0,"I",2,"Sr FLC","SRS"
323,24,0,3,0,"F",4,"Jr FLC","SRS"
324,0,0,0,0,"L",4,"Sr FLC","SRS"
325,22,1,2,1,"G",2,"Jr FLC","SRS"
326,22,0,1,0,"A",2,"Jr FLC","SRS"
327,0,0,0,0,"A",4,"Jr FLC","SRS"
328,22,0,0,0,"B",4,"Jr FLC","SRS"
329,17,0,0,0,"D",4,"Jr FLC","SRS"
330,16,1,0,0,"L",1,"Sr FLC","SRS"
331,17,0,0,0,"E",4,"Sr FLC","SRS"
332,21,0,0,0,"B",2,"Jr FLC","SRS"
333,20,0,0,0,"A",4,"Jr FLC","SRS"
334,5,0,0,0,"N",2,"Sr FLC","SRS"
335,14,1,0,1,"H",3,"Sr FLC","SRS"
336,0,0,0,0,"F",3,"Jr FLC","SRS"
337,16,6,0,1,"L",2,"Sr FLC","SRS"
338,19,0,0,0,"A",3,"Jr FLC","SRS"
339,19,0,0,0,"D",1,"Jr FLC","SRS"
340,0,0,0,0,"L",2,"Sr FLC","SRS"
341,21,0,0,0,"F",2,"Jr FLC","SRS"
342,16,3,0,0,"E",2,"Sr FLC","SRS"
343,24,0,0,0,"B",2,"Jr FLC","SRS"
344,22,0,0,0,"G",1,"Jr FLC","SRS"
345,16,0,0,0,"L",1,"Sr FLC","SRS"
346,16,0,0,0,"M",1,"Sr FLC","SRS"
347,24,0,3,0,"J",4,"Sr FLC","SRS"
348,17,0,0,0,"F",4,"Jr FLC","SRS"
349,18,1,0,0,"D",4,"Jr FLC","SRS"
350,18,0,0,0,"G",3,"Jr FLC","SRS"
351,22,0,0,0,"A",1,"Jr FLC","SRS"
352,23,1,0,0,"G",1,"Jr FLC","SRS"
353,12,1,0,0,"E",2,"Sr FLC","SRS"
354,16,4,0,0,"I",1,"Sr FLC","SRS"
355,21,0,0,0,"D",3,"Jr FLC","SRS"
356,16,0,0,0,"H",2,"Sr FLC","SRS"
357,16,3,2,1,"H",2,"Sr FLC","SRS"
358,16,0,0,0,"A",4,"Jr FLC","SRS"
359,0,0,0,0,"M",3,"Sr FLC","SRS"
360,22,0,0,0,"F",4,"Jr FLC","SRS"
361,0,0,0,0,"I",1,"Sr FLC","SRS"
362,23,0,0,0,"F",2,"Jr FLC","SRS"
363,19,0,0,0,"J",2,"Sr FLC","SRS"
364,14,2,0,0,"M",2,"Sr FLC","SRS"
365,20,1,0,0,"G",4,"Jr FLC","SRS"
366,24,1,0,0,"G",2,"Jr FLC","SRS"
367,17,0,0,0,"D",1,"Jr FLC","SRS"
368,22,1,0,0,"G",3,"Jr FLC","SRS"
369,0,0,0,0,"J",4,"Sr FLC","SRS"
370,19,1,2,0,"B",2,"Jr FLC","SRS"
371,0,0,0,0,"A",3,"Jr FLC","SRS"
372,19,0,0,0,"B",4,"Jr FLC","SRS"
373,19,0,0,0,"J",3,"Sr FLC","SRS"
374,0,0,0,0,"B",1,"Jr FLC","SRS"
375,0,0,0,0,"E",2,"Sr FLC","SRS"
376,21,0,0,0,"B",2,"Jr FLC","SRS"
377,16,7,0,0,"K",2,"Sr FLC","SRS"
378,17,0,0,0,"D",1,"Jr FLC","SRS"
379,21,1,1,1,"D",3,"Jr FLC","SRS"
380,12,2,0,0,"G",2,"Jr FLC","SRS"
381,22,0,0,0,"F",3,"Jr FLC","SRS"
382,0,0,0,0,"E",3,"Sr FLC","SRS"
383,19,0,0,0,"F",3,"Jr FLC","SRS"
384,0,0,0,0,"J",2,"Sr FLC","SRS"
385,0,0,0,0,"E",3,"Sr FLC","SRS"
386,14,0,0,0,"L",1,"Sr FLC","SRS"
387,20,0,0,0,"D",2,"Jr FLC","SRS"
388,21,0,0,0,"C",2,"Sr FLC","SRS"
389,23,0,0,0,"F",3,"Jr FLC","SRS"
390,23,0,0,0,"D",3,"Jr FLC","SRS"
391,22,0,0,0,"D",2,"Jr FLC","SRS"
392,22,0,0,0,"D",3,"Jr FLC","SRS"
393,20,0,1,0,"B",2,"Jr FLC","SRS"
394,24,0,0,0,"B",2,"Jr FLC","SRS"
395,19,0,0,0,"B",3,"Jr FLC","SRS"
396,0,0,0,0,"E",4,"Sr FLC","SRS"
397,21,0,0,0,"A",2,"Jr FLC","SRS"
398,21,0,0,0,"F",3,"Jr FLC","SRS"
399,17,0,0,0,"E",1,"Sr FLC","SRS"
400,14,0,0,0,"K",1,"Sr FLC","SRS"
401,16,2,2,0,"B",1,"Jr FLC","SRS"
402,15,2,1,0,"E",1,"Sr FLC","SRS"
403,24,0,2,0,"A",4,"Jr FLC","SRS"
404,7,0,0,0,"I",2,"Sr FLC","SRS"
405,23,0,0,0,"F",1,"Jr FLC","SRS"
406,0,0,0,0,"D",3,"Jr FLC","SRS"
407,16,1,0,0,"H",1,"Sr FLC","SRS"
408,23,2,3,1,"G",3,"Jr FLC","SRS"
409,0,0,0,0,"L",1,"Sr FLC","SRS"
410,23,1,0,0,"B",4,"Jr FLC","SRS"
411,23,0,0,0,"D",1,"Jr FLC","SRS"
412,0,0,0,0,"A",1,"Jr FLC","SRS"
413,22,0,0,0,"B",3,"Jr FLC","SRS"
414,0,0,0,0,"H",4,"Sr FLC","SRS"
415,19,0,0,0,"A",3,"Jr FLC","SRS"
416,0,0,0,0,"C",4,"Sr FLC","SRS"
417,0,0,0,0,"D",4,"Jr FLC","SRS"
418,20,1,0,0,"D",3,"Jr FLC","SRS"
419,18,0,1,0,"H",4,"Sr FLC","SRS"
420,21,0,0,0,"G",3,"Jr FLC","SRS"
421,20,0,0,0,"N",2,"Sr FLC","SRS"
422,24,0,0,0,"F",4,"Jr FLC","SRS"
423,0,0,0,0,"C",2,"Sr FLC","SRS"
424,17,0,0,0,"G",1,"Jr FLC","SRS"
425,23,0,0,0,"G",1,"Jr FLC","SRS"
426,21,0,2,0,"B",1,"Jr FLC","SRS"
427,0,0,0,0,"E",2,"Sr FLC","SRS"
428,23,0,3,0,"G",3,"Jr FLC","SRS"
429,23,0,0,0,"G",2,"Jr FLC","SRS"
430,15,0,0,0,"K",3,"Sr FLC","SRS"
431,18,0,0,0,"F",3,"Jr FLC","SRS"
432,0,0,0,0,"B",3,"Jr FLC","SRS"
433,0,0,0,0,"M",2,"Sr FLC","SRS"
434,0,0,0,0,"E",2,"Sr FLC","SRS"
435,21,0,0,0,"G",3,"Jr FLC","SRS"
436,16,3,0,0,"M",3,"Sr FLC","SRS"
437,22,1,0,0,"G",2,"Jr FLC","SRS"
438,20,0,0,0,"A",3,"Jr FLC","SRS"
439,0,0,0,0,"C",4,"Sr FLC","SRS"
440,22,0,0,0,"A",3,"Jr FLC","SRS"
441,22,0,0,0,"G",4,"Jr FLC","SRS"
442,0,0,0,0,"J",1,"Sr FLC","SRS"
443,16,4,0,0,"E",2,"Sr FLC","SRS"
444,17,6,0,0,"L",4,"Sr FLC","SRS"
445,22,0,0,0,"F",4,"Jr FLC","SRS"
446,23,0,1,0,"B",1,"Jr FLC","SRS"
447,0,0,0,0,"B",1,"Jr FLC","SRS"
448,11,0,0,0,"G",4,"Jr FLC","SRS"
449,18,0,0,0,"F",2,"Jr FLC","SRS"
450,20,0,0,0,"B",3,"Jr FLC","SRS"
451,21,0,0,0,"N",4,"Sr FLC","SRS"
452,13,5,0,0,"L",3,"Sr FLC","SRS"
453,23,0,1,0,"A",3,"Jr FLC","SRS"
454,16,0,0,0,"I",4,"Sr FLC","SRS"
455,17,1,1,0,"A",2,"Jr FLC","SRS"
456,14,0,0,0,"D",1,"Jr FLC","SRS"
457,23,1,0,0,"A",3,"Jr FLC","SRS"
458,19,0,0,0,"F",2,"Jr FLC","SRS"
459,16,0,0,0,"A",3,"Jr FLC","SRS"
460,23,0,0,0,"D",4,"Jr FLC","SRS"
461,20,0,0,0,"D",3,"Jr FLC","SRS"
462,18,0,0,0,"E",3,"Sr FLC","SRS"
463,16,0,0,0,"I",3,"Sr FLC","SRS"
464,13,0,0,0,"J",4,"Sr FLC","SRS"
465,17,1,0,0,"I",2,"Sr FLC","SRS"
466,17,6,0,0,"L",4,"Sr FLC","SRS"
467,20,0,0,0,"N",4,"Sr FLC","SRS"
468,22,1,0,0,"D",2,"Jr FLC","SRS"
469,0,0,0,0,"I",1,"Sr FLC","SRS"
470,19,1,0,0,"J",3,"Sr FLC","SRS"
471,17,0,0,0,"K",4,"Sr FLC","SRS"
472,18,0,0,0,"J",3,"Sr FLC","SRS"
473,22,0,0,0,"B",1,"Jr FLC","SRS"
474,25,0,0,0,"B",2,"Jr FLC","SRS"
475,0,0,0,0,"I",1,"Sr FLC","SRS"
476,14,1,0,0,"E",1,"Sr FLC","SRS"
477,18,6,0,1,"L",2,"Sr FLC","SRS"
478,0,0,0,0,"L",3,"Sr FLC","SRS"
479,5,0,0,0,"F",4,"Jr FLC","SRS"
480,0,0,0,0,"L",3,"Sr FLC","SRS"
481,16,0,0,0,"M",4,"Sr FLC","SRS"
482,22,0,0,0,"G",3,"Jr FLC","SRS"
483,0,0,0,0,"A",4,"Jr FLC","SRS"
484,22,0,3,0,"A",4,"Jr FLC","SRS"
485,19,2,0,0,"J",3,"Sr FLC","SRS"
486,21,0,0,0,"C",2,"Sr FLC","SRS"
487,20,0,0,0,"G",3,"Jr FLC","SRS"
488,19,0,0,0,"B",3,"Jr FLC","SRS"
489,0,0,0,0,"H",3,"Sr FLC","SRS"
490,16,7,0,0,"H",4,"Sr FLC","SRS"
491,19,0,0,0,"A",3,"Jr FLC","SRS"
492,22,0,0,0,"A",4,"Jr FLC","SRS"
493,0,0,0,0,"M",4,"Sr FLC","SRS"
494,0,0,0,0,"H",4,"Sr FLC","SRS"
495,0,0,0,0,"J",1,"Sr FLC","SRS"
496,0,0,0,0,"M",1,"Sr FLC","SRS"
497,23,0,0,0,"G",1,"Jr FLC","SRS"
498,15,3,0,0,"I",2,"Sr FLC","SRS"
499,23,0,0,0,"B",1,"Jr FLC","SRS"
500,17,0,0,0,"E",4,"Sr FLC","SRS"
501,0,0,0,0,"M",3,"Sr FLC","SRS"
502,16,3,0,0,"I",1,"Sr FLC","SRS"
503,22,0,0,0,"F",3,"Jr FLC","SRS"
504,0,0,0,0,"E",2,"Sr FLC","SRS"
505,21,0,0,0,"C",1,"Sr FLC","SRS"
506,23,0,0,0,"G",4,"Jr FLC","SRS"
507,0,0,0,0,"B",2,"Jr FLC","SRS"
508,19,4,0,0,"M",4,"Sr FLC","SRS"
509,18,0,0,0,"A",3,"Jr FLC","SRS"
510,22,0,0,0,"B",2,"Jr FLC","SRS"
511,20,1,0,0,"B",2,"Jr FLC","SRS"
512,20,0,0,0,"F",3,"Jr FLC","SRS"
513,18,0,0,0,"B",3,"Jr FLC","SRS"
514,14,6,0,0,"M",1,"Sr FLC","SRS"
515,0,0,0,0,"L",4,"Sr FLC","SRS"
516,23,0,0,0,"D",4,"Jr FLC","SRS"
517,17,0,0,0,"N",3,"Sr FLC","SRS"
518,16,1,0,0,"M",4,"Sr FLC","SRS"
519,16,1,0,0,"M",4,"Sr FLC","SRS"
520,24,0,0,0,"A",4,"Jr FLC","SRS"
521,0,0,0,0,"N",3,"Sr FLC","SRS"
522,22,0,0,0,"A",3,"Jr FLC","SRS"
523,0,0,0,0,"C",3,"Sr FLC","SRS"
524,15,0,0,0,"M",1,"Sr FLC","SRS"
525,23,1,0,0,"D",3,"Jr FLC","SRS"
526,0,0,0,0,"N",3,"Sr FLC","SRS"
527,20,0,0,0,"G",3,"Jr FLC","SRS"
528,18,0,0,0,"G",2,"Jr FLC","SRS"
